time,temp,m/z,abundance
0.0,0.0,132.0,58.8
0.02,0.0,133.0,0.0
0.04,0.0,134.0,0.0
0.06,0.0,135.0,0.0
0.08,0.0,136.0,0.0
0.1,0.0,137.0,117.6
0.12,0.0,138.0,0.0
0.14,0.0,139.0,0.0
0.16,0.0,140.0,0.0
0.18,0.0,141.0,0.0
0.2,0.0,142.0,0.0
0.22,0.0,143.0,58.8
0.24,0.0,144.0,0.0
0.26,0.0,145.0,58.8
0.28,0.0,146.0,117.6
0.3,1.962,147.0,352.9
0.32,3.924,148.0,0.0
0.34,5.886,149.0,0.0
0.36,7.848,150.0,176.5
0.52,23.544,151.0,0.0
0.54,25.506,152.0,0.0
0.56,27.468,153.0,0.0
0.58,29.43,154.0,0.0
0.6,31.392,155.0,0.0
0.62,33.354,156.0,0.0
0.64,35.316,157.0,0.0
0.66,37.278,158.0,0.0
0.68,39.24,159.0,0.0
0.7,41.202,160.0,0.0
0.72,43.164,161.0,0.0
0.74,45.126,162.0,0.0
0.76,47.088,163.0,0.0
0.78,49.05,164.0,0.0
0.8,51.012,165.0,58.8
0.82,52.974,166.0,0.0
0.84,54.936,167.0,0.0
0.86,56.898,168.0,58.8
0.88,58.86,169.0,117.6
1.06,76.518,30.0,15529.4
1.08,78.48,31.0,1941.2
1.1,80.442,32.0,85764.7
1.12,82.404,33.0,2352.9
1.14,84.366,34.0,7764.7
1.16,86.328,35.0,470.6
1.18,88.29,36.0,3058.8
1.2,90.252,37.0,470.6
1.22,92.214,38.0,2764.7
1.24,94.176,39.0,4176.5
1.26,96.138,40.0,4176.5
1.28,98.1,41.0,7117.6
1.3,96.138,42.0,9058.8
1.32,94.176,43.0,11235.3
1.34,92.214,44.0,534058.8
1.36,90.252,45.0,7529.4
1.38,88.29,46.0,2705.9
1.4,86.328,47.0,2882.4
1.42,84.366,48.0,30705.9
1.44,82.404,49.0,470.6
1.46,80.442,50.0,2823.5
1.48,78.48,51.0,1705.9
1.5,76.518,52.0,470.6
1.52,74.556,53.0,1294.1
1.54,72.594,54.0,470.6
1.56,70.632,55.0,1588.2
1.78,49.05,5.0,0.0
1.8,47.088,6.0,0.0
1.82,45.126,7.0,0.0
1.84,43.164,8.0,235.3
1.86,41.202,9.0,0.0
1.88,39.24,10.0,0.0
1.9,37.278,11.0,0.0
1.92,35.316,12.0,10647.1
1.94,33.354,13.0,1352.9
1.96,31.392,14.0,8882.4
1.98,29.43,15.0,16352.9
2.0,27.468,16.0,102882.4
2.02,25.506,17.0,492117.6
2.04,23.544,18.0,2047764.7
2.06,21.582,19.0,197529.4
2.08,19.62,20.0,28647.1
2.12,15.696,21.0,0.0
2.14,13.734,22.0,2000.0
2.16,11.772,23.0,529.4
2.18,9.81,24.0,1117.6
2.2,7.848,25.0,823.5
2.22,5.886,26.0,9470.6
2.24,3.924,27.0,27529.4
2.26,1.962,28.0,310058.8
2.28,0.0,29.0,18000.0
2.48,0.0,56.0,1294.1
2.5,0.0,57.0,1117.6
2.52,0.0,58.0,1823.5
2.54,0.0,59.0,352.9
2.56,0.0,60.0,1352.9
2.58,0.0,61.0,235.3
2.6,0.0,62.0,588.2
2.62,0.0,63.0,529.4
2.64,0.0,64.0,70117.6
2.66,0.0,65.0,1470.6
2.68,0.0,66.0,4176.5
2.7,0.0,67.0,1000.0
2.72,0.0,68.0,352.9
2.74,0.0,69.0,2411.8
2.76,0.0,70.0,117.6
2.78,0.0,71.0,117.6
2.8,0.0,72.0,58.8
2.82,0.0,73.0,117.6
2.84,0.0,74.0,0.0
2.86,0.0,75.0,117.6
2.88,0.0,76.0,176.5
2.9,0.0,77.0,117.6
2.92,0.0,78.0,882.4
2.94,0.0,79.0,529.4
2.96,0.0,80.0,0.0
2.98,0.0,81.0,647.1
3.18,0.0,82.0,352.9
3.2,0.0,83.0,352.9
3.22,0.0,84.0,352.9
3.24,0.0,85.0,117.6
3.26,0.0,86.0,0.0
3.28,0.0,87.0,0.0
3.3,5.461,88.0,0.0
3.32,10.922,89.0,117.6
3.34,16.383,90.0,0.0
3.36,21.844,91.0,470.6
3.38,27.306,92.0,235.3
3.4,32.767,93.0,0.0
3.42,38.228,94.0,117.6
3.44,43.689,95.0,235.3
3.46,49.15,96.0,176.5
3.48,54.611,97.0,58.8
3.5,60.072,98.0,0.0
3.52,65.533,99.0,58.8
3.54,70.994,100.0,117.6
3.56,76.456,101.0,294.1
3.58,81.917,102.0,0.0
3.82,98.497,103.0,176.5
3.84,98.519,104.0,117.6
3.86,98.541,105.0,117.6
3.88,98.562,106.0,0.0
3.9,98.584,107.0,0.0
3.92,98.606,108.0,0.0
3.94,98.628,109.0,58.8
3.96,98.65,110.0,58.8
3.98,98.672,111.0,235.3
4.0,98.694,112.0,117.6
4.02,98.716,113.0,294.1
4.04,98.738,114.0,117.6
4.06,98.759,115.0,0.0
4.08,98.781,116.0,0.0
4.1,98.803,117.0,0.0
4.12,98.825,118.0,0.0
4.14,98.847,119.0,588.2
4.16,98.869,120.0,0.0
4.18,98.891,121.0,0.0
4.2,98.913,122.0,0.0
4.22,98.934,123.0,0.0
4.42,85.14,124.0,0.0
4.44,83.16,125.0,0.0
4.46,81.18,126.0,0.0
4.48,79.2,127.0,0.0
4.5,77.22,128.0,0.0
4.52,75.24,129.0,58.8
4.54,73.26,130.0,0.0
4.56,71.28,131.0,58.8
4.58,69.3,132.0,0.0
4.6,67.32,133.0,0.0
4.62,65.34,134.0,0.0
4.64,63.36,135.0,0.0
4.66,61.38,136.0,0.0
4.68,59.4,137.0,0.0
4.7,57.42,138.0,0.0
4.72,55.44,139.0,0.0
4.74,53.46,140.0,0.0
4.76,51.48,141.0,0.0
4.78,49.5,142.0,0.0
4.8,47.52,143.0,0.0
4.82,45.54,144.0,58.8
4.84,43.56,145.0,0.0
4.86,41.58,146.0,0.0
4.88,39.6,147.0,294.1
4.9,37.62,148.0,58.8
4.92,35.64,149.0,0.0
4.94,33.66,150.0,176.5
5.14,13.86,151.0,235.3
5.16,11.88,152.0,0.0
5.18,9.9,153.0,0.0
5.2,7.92,154.0,0.0
5.22,5.94,155.0,0.0
5.24,3.96,156.0,0.0
5.26,1.98,157.0,0.0
5.28,0.0,158.0,0.0
5.3,1.992,159.0,0.0
5.32,3.984,160.0,117.6
5.34,5.976,161.0,0.0
5.36,7.968,162.0,0.0
5.38,9.96,163.0,0.0
5.4,11.952,164.0,0.0
5.42,13.944,165.0,0.0
5.44,15.936,166.0,0.0
5.46,17.928,167.0,0.0
5.48,19.92,168.0,0.0
